NoOfItem,MaxNoOfItem,Item-Branch Key,Order Number,DateKey
20,33,CR-10414,318534,38386
16,33,CR-10894,318534,38386
22,33,CR-10292,318534,38386
33,33,CR-10801,318534,38386
27,33,CR-10892,318534,38386
32,33,CR-10892,318534,38386
4,33,CR-10704,318534,38428
21,33,CR-10171,318534,38386
11,33,CR-10707,318534,38386
2,33,CR-10337,318534,38386
1,2,CR-10823,316387,38387
2,2,CR-10522,316387,38415
7,9,CR-10197,316510,38345
8,9,CR-10665,316510,38380
1,9,CR-10843,316510,38345
6,9,CR-10982,316510,38366
2,9,CR-10657,316510,38345
9,9,CR-10935,316510,38373
5,9,CR-10685,316510,38359
3,9,CR-10283,316510,38366
4,9,CR-10844,316510,38345
1,1,CR-10024,320669,38418
24,45,CR-10415,320011,38424
16,45,CR-10279,320011,38416
32,45,CR-10554,320011,38416
1,45,CR-10973,320011,38416
35,45,CR-10334,320011,38416
29,45,CR-10405,320011,38416
15,45,CR-10409,320011,38416
11,45,CR-10951,320011,38416
13,45,CR-10099,320011,38416
28,45,CR-10074,320011,38416
34,45,CR-10924,320011,38416
4,45,CR-10923,320011,38416
2,45,CR-10307,320011,38416
8,45,CR-10600,320011,38416
19,45,CR-10239,320011,38416
12,45,CR-10594,320011,38416
22,45,CR-10404,320011,38416
17,45,CR-10400,320011,38416
3,45,CR-10077,320011,38416
14,45,CR-10221,320011,38424
26,45,CR-10232,320011,38416
21,45,CR-10281,320011,38416
45,45,CR-10211,320011,38416
42,45,CR-10949,320011,38416
37,45,CR-10602,320011,38416
10,45,CR-10639,320011,38416
6,45,CR-10315,320011,38416
31,45,CR-10699,320011,38431
39,45,CR-10397,320011,38416
44,45,CR-10408,320011,38416
36,45,CR-10950,320011,38416
30,45,CR-10013,320011,38416
5,45,CR-10522,320011,38416
20,45,CR-10841,320011,38416
9,45,CR-10410,320011,38416
41,45,CR-10401,320011,38416
27,45,CR-10421,320011,38416
38,45,CR-10419,320011,38416
25,45,CR-10414,320011,38416
43,45,CR-10304,320011,38416
7,45,CR-10012,320011,38416
33,45,CR-10260,320011,38416
18,45,CR-10553,320011,38416
23,45,CR-10423,320011,38416
40,45,CR-10399,320011,38416
2,2,CR-10989,316979,38352
1,2,CR-10313,316979,38352
1,1,CR-10606,315950,38362
1,1,CR-10881,317500,38361
3,5,CR-10065,319366,38395
5,5,CR-10203,319366,38395
1,5,CR-10890,319366,38395
2,5,CR-10110,319366,38395
4,5,CR-10205,319366,38395
1,2,CR-10049,317846,38386
2,2,CR-10502,317846,38386
1,1,CR-10506,319848,38401
1,1,CR-10252,318365,38375
1,1,CR-10097,317330,38358
2,2,CR-10908,319679,38397
1,2,CR-10874,319679,38397
1,1,CR-10415,319197,38403
1,1,CR-10341,316664,38352
1,2,CR-10405,321440,38430
2,2,CR-10951,321440,38430
3,3,CR-10208,316388,38352
2,3,CR-10515,316388,38365
1,3,CR-10383,316388,38358
1,1,CR-10681,320670,38418
2,2,CR-10046,318366,38375
1,2,CR-10528,318366,38375
2,2,CR-10665,321300,38429
1,2,CR-10685,321300,38429
2,3,CR-10347,320012,38408
1,3,CR-10680,320012,38408
3,3,CR-10412,320012,38408
26,27,CR-10403,320671,38423
24,27,CR-10499,320671,38423
25,27,CR-10554,320671,38423
3,27,CR-10065,320671,38423
18,27,CR-10922,320671,38430
12,27,CR-10981,320671,38423
16,27,CR-10981,320671,38423
21,27,CR-10684,320671,38423
1,27,CR-10644,320671,38423
23,27,CR-10972,320671,38423
13,27,CR-10949,320671,38423
15,27,CR-10660,320671,38423
11,27,CR-10938,320671,38423
8,27,CR-10843,320671,38423
27,27,CR-10967,320671,38423
6,27,CR-10204,320671,38423
20,27,CR-10877,320671,38430
4,27,CR-10681,320671,38423
22,27,CR-10501,320671,38423
14,27,CR-10255,320671,38423
2,27,CR-10682,320671,38423
17,27,CR-10205,320671,38423
5,27,CR-10179,320671,38423
7,27,CR-10414,320671,38423
10,27,CR-10516,320671,38423
9,27,CR-10844,320671,38423
19,27,CR-10193,320671,38423
1,1,CR-10108,321145,38425
1,1,CR-10730,320838,38418
3,4,CR-10871,317847,38367
1,4,CR-10867,317847,38367
4,4,CR-10870,317847,38367
2,4,CR-10970,317847,38367
1,1,PC-10582,316455,38365
1,2,CR-10552,318535,38380
2,2,CR-10551,318535,38396
1,3,CR-10849,319522,38400
3,3,CR-10850,319522,38418
2,3,CR-10852,319522,38400
1,1,CR-10943,319680,38397
1,1,CR-10554,318874,38386
1,1,PC-10582,316456,38368
4,6,CR-10856,316981,38359
3,6,CR-10186,316981,38359
1,6,CR-10194,316981,38359
6,6,CR-10190,316981,38359
2,6,CR-10830,316981,38366
5,6,CR-10291,316981,38373
1,1,CR-10946,317161,38354
1,1,CR-10222,320183,38410
1,1,CR-10818,320344,38411
1,1,CR-10639,321441,38431
1,10,CR-10724,320993,38423
5,10,CR-10241,320993,38423
2,10,CR-10514,320993,38423
10,10,CR-10234,320993,38423
9,10,CR-10805,320993,38423
8,10,CR-10248,320993,38423
4,10,CR-10236,320993,38423
7,10,CR-10571,320993,38423
6,10,CR-10802,320993,38423
3,10,CR-10556,320993,38423
18,24,CR-10505,321147,38431
4,24,CR-10197,321147,38431
5,24,CR-10507,321147,38431
23,24,CR-10554,321147,38431
9,24,CR-10968,321147,38431
6,24,CR-10065,321147,38431
8,24,CR-10384,321147,38431
16,24,CR-10347,321147,38431
15,24,CR-10066,321147,38431
19,24,CR-10856,321147,38431
10,24,CR-10091,321147,38431
2,24,CR-10890,321147,38431
22,24,CR-10186,321147,38431
13,24,CR-10690,321147,38431
1,24,CR-10068,321147,38431
20,24,CR-10654,321147,38431
7,24,CR-10187,321147,38431
3,24,CR-10106,321147,38431
11,24,CR-10680,321147,38431
14,24,CR-10832,321147,38431
21,24,CR-10101,321147,38431
24,24,CR-10190,321147,38431
17,24,CR-10562,321147,38431
12,24,CR-10607,321147,38431
1,1,CR-11373,318875,38389
1,1,CR-10972,320013,38409
1,1,CR-10935,318536,38379
8,14,CR-10593,316982,38360
2,14,CR-10409,316982,38360
3,14,CR-10384,316982,38360
13,14,CR-10855,316982,38360
12,14,CR-10856,316982,38360
10,14,CR-10981,316982,38360
14,14,CR-10186,316982,38360
6,14,CR-10187,316982,38360
9,14,CR-10642,316982,38360
5,14,CR-10660,316982,38375
1,14,CR-10190,316982,38360
11,14,CR-10682,316982,38367
4,14,CR-10880,316982,38360
7,14,CR-10844,316982,38360
11,12,CR-10683,316566,38355
3,12,CR-10515,316566,38355
10,12,CR-10690,316566,38355
4,12,CR-10211,316566,38369
9,12,CR-10832,316566,38362
8,12,CR-10212,316566,38369
2,12,CR-10869,316566,38369
7,12,CR-10191,316566,38376
5,12,CR-10214,316566,38355
6,12,CR-10986,316566,38362
12,12,CR-10880,316566,38355
1,12,CR-10414,316566,38362
1,1,CR-10554,318714,38382
1,1,CR-10020,319042,38397
6,13,CR-10799,316666,38345
9,13,CR-10385,316666,38345
10,13,CR-10067,316666,38345
12,13,CR-10403,316666,38345
1,13,CR-10827,316666,38345
11,13,CR-10898,316666,38345
7,13,CR-10065,316666,38345
3,13,CR-10856,316666,38345
4,13,CR-10186,316666,38345
8,13,CR-10828,316666,38345
5,13,CR-10832,316666,38373
13,13,CR-10797,316666,38345
2,13,CR-10880,316666,38345
27,35,CR-10505,317333,38361
2,35,CR-10506,317333,38361
19,35,CR-10854,317333,38361
8,35,CR-10067,317333,38361
13,35,CR-10384,317333,38361
11,35,CR-10609,317333,38361
3,35,CR-10066,317333,38361
32,35,CR-10856,317333,38361
34,35,CR-10035,317333,38361
20,35,CR-10091,317333,38361
18,35,CR-10186,317333,38361
9,35,CR-10374,317333,38361
30,35,CR-10374,317333,38361
5,35,CR-10692,317333,38380
16,35,CR-10847,317333,38361
7,35,CR-10641,317333,38382
21,35,CR-10654,317333,38361
29,35,CR-10187,317333,38361
23,35,CR-10104,317333,38389
22,35,CR-10106,317333,38361
14,35,CR-10252,317333,38361
28,35,CR-10832,317333,38373
15,35,CR-10660,317333,38373
1,35,CR-10383,317333,38361
26,35,CR-10190,317333,38361
10,35,CR-10681,317333,38361
33,35,CR-10529,317333,38373
35,35,CR-10818,317333,38361
31,35,CR-10290,317333,38361
4,35,CR-10797,317333,38361
25,35,CR-10412,317333,38361
6,35,CR-10205,317333,38361
24,35,CR-10291,317333,38373
12,35,CR-10292,317333,38361
17,35,CR-10249,317333,38373
1,1,CR-10505,321302,38429
1,1,CR-10319,320345,38411
1,1,PC-10277,316349,38355
1,1,CR-10090,320184,38409
1,1,CR-10530,318020,38369
1,1,CR-10853,316512,38358
1,1,CR-10413,317162,38354
1,1,CR-10385,319368,38401
1,2,CR-10099,318876,38386
2,2,CR-10808,318876,38386
1,1,CR-10701,318195,38375
3,5,CR-10032,320672,38416
5,5,CR-10400,320672,38416
1,5,CR-10397,320672,38416
2,5,CR-10408,320672,38416
4,5,CR-10304,320672,38416
1,1,CR-10405,318537,38388
1,1,CR-10100,319682,38401
1,1,CR-10599,320185,38411
1,1,CR-10878,321443,38431
1,1,CR-10860,316513,38358
1,1,CR-10106,321148,38425
1,1,CR-10173,316389,38376
2,2,CR-10881,316667,38345
1,2,CR-10845,316667,38345
1,1,CR-10678,315982,38346
1,1,CR-10090,319683,38397
1,1,CR-10336,316026,38402
1,1,CR-10594,317334,38380
6,16,CR-10279,320995,38424
5,16,CR-10554,320995,38424
9,16,CR-10554,320995,38424
12,16,CR-10334,320995,38424
16,16,CR-10405,320995,38424
1,16,CR-10405,320995,38431
15,16,CR-10032,320995,38424
14,16,CR-10882,320995,38424
11,16,CR-10847,320995,38424
10,16,CR-10254,320995,38424
7,16,CR-10211,320995,38424
2,16,CR-10315,320995,38424
4,16,CR-10229,320995,38424
13,16,CR-10421,320995,38424
3,16,CR-10422,320995,38424
8,16,CR-10553,320995,38424
10,25,CR-10197,316390,38355
4,25,CR-10507,316390,38369
17,25,CR-10334,316390,38362
18,25,CR-10409,316390,38397
8,25,CR-10834,316390,38355
19,25,CR-10377,316390,38355
24,25,CR-10221,316390,38362
25,25,CR-10692,316390,38389
1,25,CR-10622,316390,38425
20,25,CR-10872,316390,38355
3,25,CR-10630,316390,38355
16,25,CR-10903,316390,38369
15,25,CR-10809,316390,38369
12,25,CR-10936,316390,38432
21,25,CR-10357,316390,38362
11,25,CR-10952,316390,38362
22,25,CR-10841,316390,38355
14,25,CR-10927,316390,38355
5,25,CR-10835,316390,38389
23,25,CR-10191,316390,38376
9,25,CR-10935,316390,38376
2,25,CR-10373,316390,38362
7,25,CR-10830,316390,38383
6,25,CR-10295,316390,38376
13,25,CR-10359,316390,38397
2,2,CR-10234,321149,38425
1,2,CR-10390,321149,38425
17,23,CR-10998,317851,38374
22,23,CR-10998,317851,38401
10,23,CR-10854,317851,38374
4,23,CR-10615,317851,38374
12,23,CR-10238,317851,38374
14,23,CR-10241,317851,38374
19,23,CR-10609,317851,38374
8,23,CR-10514,317851,38374
3,23,CR-10672,317851,38374
21,23,CR-10035,317851,38374
23,23,CR-10282,317851,38374
13,23,CR-10611,317851,38374
2,23,CR-10612,317851,38374
7,23,CR-10641,317851,38374
9,23,CR-10713,317851,38374
15,23,CR-10248,317851,38374
16,23,CR-10991,317851,38374
18,23,CR-10720,317851,38374
1,23,CR-10797,317851,38374
20,23,CR-10901,317851,38374
5,23,CR-10490,317851,38374
6,23,CR-10802,317851,38374
11,23,CR-10803,317851,38374
2,2,CR-10799,319369,38400
1,2,CR-10682,319369,38400
1,1,CR-10066,315824,38368
1,2,CR-10194,321304,38429
2,2,CR-10200,321304,38429
1,1,CR-10594,316806,38346
1,1,CR-10923,319200,38394
2,2,CR-10334,316198,38345
1,2,CR-10334,316198,38362
1,1,CR-10844,318716,38382
10,11,CR-10799,320016,38408
2,11,CR-10385,320016,38408
4,11,CR-10066,320016,38408
9,11,CR-10856,320016,38408
3,11,CR-10186,320016,38408
8,11,CR-10690,320016,38408
1,11,CR-10654,320016,38408
6,11,CR-10869,320016,38415
5,11,CR-10329,320016,38408
11,11,CR-10244,320016,38408
7,11,CR-10871,320016,38408
26,34,CR-10683,321445,38432
5,34,CR-10403,321445,38432
13,34,CR-10405,321445,38432
28,34,CR-10409,321445,38432
6,34,CR-10065,321445,38432
2,34,CR-10094,321445,38432
30,34,CR-10347,321445,38432
16,34,CR-10600,321445,38432
23,34,CR-10514,321445,38432
32,34,CR-10856,321445,38432
24,34,CR-10920,321445,38432
25,34,CR-10400,321445,38432
1,34,CR-10808,321445,38432
29,34,CR-10690,321445,38432
27,34,CR-10068,321445,38432
12,34,CR-10680,321445,38432
3,34,CR-10248,321445,38432
14,34,CR-10649,321445,38432
21,34,CR-10528,321445,38432
8,34,CR-10332,321445,38432
18,34,CR-10315,321445,38432
31,34,CR-10699,321445,38432
17,34,CR-10397,321445,38432
4,34,CR-10408,321445,38432
11,34,CR-10693,321445,38432
22,34,CR-10796,321445,38432
20,34,CR-10331,321445,38432
33,34,CR-10412,321445,38432
15,34,CR-10291,321445,38432
9,34,CR-10422,321445,38432
10,34,CR-10414,321445,38432
19,34,CR-10061,321445,38432
7,34,CR-10895,321445,38432
34,34,CR-10691,321445,38432
1,1,CR-10186,316302,38355
1,1,CR-10325,319684,38422
1,1,CR-10814,318369,38375
1,1,CR-10222,316459,38368
1,1,CR-10343,318539,38380
5,5,CR-10385,321305,38431
4,5,CR-10186,321305,38431
3,5,CR-10187,321305,38431
1,5,CR-10194,321305,38431
2,5,CR-10190,321305,38431
1,1,CR-10832,316009,38365
2,2,CR-10660,317164,38354
1,2,CR-10682,317164,38362
1,2,CR-10186,319370,38400
2,2,CR-10194,319370,38400
1,1,CR-10053,320514,38416
1,1,CR-10499,318022,38379
2,4,CR-10505,316807,38346
4,4,CR-10196,316807,38346
3,4,CR-10649,316807,38346
1,4,CR-10582,316807,38346
3,14,CR-10197,316985,38358
12,14,CR-10385,316985,38358
2,14,CR-10403,316985,38358
7,14,CR-10554,316985,38358
5,14,CR-10065,316985,38358
13,14,CR-10052,316985,38358
8,14,CR-10186,316985,38358
10,14,CR-10558,316985,38358
11,14,CR-10690,316985,38358
1,14,CR-10847,316985,38358
6,14,CR-10642,316985,38358
9,14,CR-10841,316985,38386
14,14,CR-10918,316985,38358
4,14,CR-10205,316985,38358
1,1,CR-10491,315825,38368
9,9,CR-10973,316515,38346
3,9,CR-10974,316515,38381
1,9,CR-10690,316515,38346
8,9,CR-10611,316515,38402
6,9,CR-10211,316515,38367
5,9,CR-10106,316515,38388
2,9,CR-10872,316515,38346
7,9,CR-10823,316515,38346
4,9,CR-10630,316515,38360
1,1,CR-10823,316199,38358
1,1,CR-10880,319045,38388
1,21,CR-10506,318371,38382
8,21,CR-10279,318371,38382
3,21,CR-10094,318371,38382
7,21,CR-10924,318371,38382
21,21,CR-10928,318371,38382
20,21,CR-10922,318371,38382
15,21,CR-10923,318371,38382
18,21,CR-10569,318371,38382
6,21,CR-10186,318371,38382
9,21,CR-10068,318371,38382
11,21,CR-10654,318371,38382
17,21,CR-10212,318371,38382
10,21,CR-10903,318371,38382
13,21,CR-10508,318371,38382
14,21,CR-10841,318371,38382
16,21,CR-10191,318371,38382
5,21,CR-10607,318371,38382
12,21,CR-10797,318371,38382
19,21,CR-10902,318371,38382
4,21,CR-10901,318371,38382
2,21,CR-10291,318371,38382
1,1,CR-10553,316391,38373
1,1,CR-10679,316461,38346
1,1,CR-10282,318023,38368
2,5,CR-11112,317166,38381
3,5,CR-10009,317166,38381
1,5,CR-10889,317166,38381
4,5,CR-10006,317166,38381
5,5,CR-10008,317166,38381
1,1,CR-10210,317165,38362
1,1,PC-10725,316460,38359
2,2,CR-10363,317853,38379
1,2,CR-10903,317853,38368
1,1,CR-10957,319202,38389
1,1,CR-10976,316567,38389
1,1,CR-10833,316808,38346
1,4,CR-10569,317337,38381
3,4,CR-10633,317337,38367
4,4,CR-10901,317337,38358
2,4,CR-10414,317337,38358
1,1,CR-10672,318718,38382
1,2,CR-10385,319372,38394
2,2,CR-10186,319372,38394
1,1,CR-10554,319854,38402
1,1,CR-10960,316668,38345
1,1,CR-10052,318540,38380
1,1,CR-10859,320515,38416
4,5,CR-10684,316201,38400
2,5,CR-10681,316201,38346
5,5,CR-10682,316201,38353
1,5,CR-10678,316201,38360
3,5,CR-10679,316201,38346
1,1,CR-10602,321306,38429
1,1,PC-10582,316351,38352
5,21,CR-10799,318372,38382
4,21,CR-10671,318372,38382
21,21,CR-10504,318372,38382
13,21,CR-10268,318372,38382
14,21,CR-10898,318372,38382
7,21,CR-10405,318372,38382
17,21,CR-10099,318372,38382
3,21,CR-10814,318372,38382
8,21,CR-10599,318372,38382
12,21,CR-10274,318372,38389
6,21,CR-10222,318372,38382
10,21,CR-10400,318372,38382
1,21,CR-10690,318372,38382
9,21,CR-10622,318372,38424
2,21,CR-10315,318372,38382
15,21,CR-10665,318372,38382
19,21,CR-10967,318372,38382
20,21,CR-10658,318372,38396
18,21,CR-10659,318372,38396
16,21,CR-10339,318372,38382
11,21,CR-10712,318372,38382
1,1,CR-10356,320017,38404
1,2,CR-10546,319373,38403
2,2,CR-10544,319373,38403
1,1,CR-11247,320845,38418
14,44,CR-10268,317339,38361
6,44,CR-10067,317339,38361
36,44,CR-10097,317339,38361
11,44,CR-10098,317339,38361
39,44,CR-10279,317339,38361
5,44,CR-10554,317339,38361
43,44,CR-10409,317339,38361
26,44,CR-10094,317339,38361
29,44,CR-10026,317339,38361
30,44,CR-10026,317339,38361
21,44,CR-10032,317339,38361
8,44,CR-10030,317339,38361
3,44,CR-10007,317339,38361
20,44,CR-10613,317339,38361
15,44,CR-10274,317339,38361
32,44,CR-10210,317339,38361
4,44,CR-10400,317339,38361
13,44,CR-10717,317339,38361
1,44,CR-10105,317339,38361
12,44,CR-10112,317339,38361
9,44,CR-10602,317339,38361
19,44,CR-10642,317339,38361
44,44,CR-10103,317339,38366
25,44,CR-10315,317339,38361
16,44,CR-10036,317339,38361
38,44,CR-10408,317339,38361
23,44,CR-10967,317339,38373
35,44,CR-10299,317339,38361
42,44,CR-10265,317339,38361
24,44,CR-10029,317339,38361
34,44,CR-10807,317339,38361
33,44,CR-10236,317339,38361
40,44,CR-10610,317339,38361
41,44,CR-10320,317339,38361
7,44,CR-10319,317339,38361
28,44,CR-10490,317339,38361
27,44,CR-10704,317339,38361
22,44,CR-10381,317339,38361
10,44,CR-10345,317339,38361
37,44,CR-10710,317339,38361
2,44,CR-10316,317339,38361
18,44,CR-10178,317339,38361
31,44,CR-10095,317339,38361
17,44,CR-10407,317339,38361
1,1,CR-10327,320187,38409
1,1,CR-10409,316392,38358
1,1,CR-10089,320018,38404
1,1,PC-10064,319687,38404
1,2,CR-10085,317338,38358
2,2,CR-10085,317338,38358
1,1,CR-10615,317167,38354
1,1,CR-10054,317683,38375
1,1,CR-10986,321447,38431
2,2,CR-10681,316669,38345
1,2,CR-10657,316669,38345
18,43,CR-10197,317855,38414
29,43,CR-10998,317855,38414
12,43,CR-10554,317855,38414
16,43,CR-10334,317855,38414
43,43,CR-10049,317855,38414
31,43,CR-10251,317855,38414
28,43,CR-10834,317855,38414
32,43,CR-10999,317855,38414
22,43,CR-10569,317855,38414
42,43,CR-10390,317855,38414
37,43,CR-10692,317855,38414
3,43,CR-10828,317855,38414
26,43,CR-10363,317855,38414
8,43,CR-10005,317855,38414
13,43,CR-10618,317855,38414
25,43,CR-10654,317855,38414
30,43,CR-10252,317855,38414
35,43,CR-10940,317855,38414
24,43,CR-10383,317855,38414
9,43,CR-10942,317855,38414
14,43,CR-10937,317855,38414
5,43,CR-10957,317855,38414
39,43,CR-10938,317855,38414
20,43,CR-10665,317855,38414
21,43,CR-10934,317855,38414
11,43,CR-10529,317855,38414
38,43,CR-10991,317855,38414
15,43,CR-10048,317855,38414
4,43,CR-10570,317855,38414
41,43,CR-10901,317855,38414
27,43,CR-10661,317855,38414
23,43,CR-10944,317855,38414
36,43,CR-10050,317855,38414
6,43,CR-10947,317855,38414
10,43,CR-10994,317855,38414
34,43,CR-10994,317855,38414
2,43,CR-10575,317855,38414
33,43,CR-10051,317855,38414
40,43,CR-10995,317855,38414
17,43,CR-10948,317855,38414
19,43,CR-10062,317855,38414
1,43,CR-10816,317855,38414
7,43,CR-10578,317855,38414
1,3,CR-10197,316568,38355
3,3,CR-10823,316568,38373
2,3,CR-10701,316568,38352
1,1,CR-10394,318719,38382
5,5,CR-11112,318373,38376
2,5,CR-10009,318373,38376
4,5,CR-10889,318373,38376
3,5,CR-10006,318373,38376
1,5,CR-10008,318373,38376
1,1,PC-10582,316352,38354
1,1,CR-10505,321153,38424
1,1,CR-10489,316810,38346
1,1,CR-10241,318026,38368
1,2,CR-10065,318543,38380
2,2,CR-10701,318543,38380
2,4,CR-10999,317684,38367
1,4,CR-10680,317684,38368
3,4,CR-10528,317684,38368
4,4,CR-10522,317684,38367
1,1,CR-10554,320019,38404
1,1,CR-10401,316989,38353
1,1,CR-10096,317685,38362
1,6,CR-10197,316305,38354
5,6,CR-10630,316305,38361
2,6,CR-10967,316305,38361
6,6,CR-10818,316305,38354
4,6,CR-10830,316305,38375
3,6,CR-10668,316305,38383
1,1,CR-10300,318881,38383
6,6,CR-10834,319688,38401
4,6,CR-10855,319688,38401
2,6,CR-10187,319688,38401
5,6,CR-10194,319688,38401
3,6,CR-10190,319688,38401
1,6,CR-10090,319688,38408
1,1,CR-10871,316670,38345
2,3,CR-10411,317856,38368
1,3,CR-10317,317856,38368
3,3,CR-10102,317856,38368
3,7,CR-10065,319858,38401
6,7,CR-10241,319858,38401
5,7,CR-10390,319858,38401
1,7,CR-10255,319858,38401
4,7,CR-10414,319858,38401
7,7,CR-10256,319858,38401
2,7,CR-10245,319858,38401
3,5,CR-10194,319689,38400
1,5,CR-10860,319689,38428
4,5,CR-10818,319689,38400
5,5,CR-10830,319689,38400
2,5,CR-10287,319689,38400
1,1,CR-10832,316010,38365
1,1,CR-10319,321449,38430
1,1,CR-10319,321308,38428
15,21,CR-10067,318375,38380
12,21,CR-10898,318375,38380
21,21,CR-10059,318375,38380
14,21,CR-10613,318375,38380
8,21,CR-10684,318375,38422
20,21,CR-10068,318375,38380
6,21,CR-10925,318375,38380
2,21,CR-10252,318375,38380
3,21,CR-10010,318375,38380
17,21,CR-10869,318375,38401
1,21,CR-10841,318375,38380
5,21,CR-10681,318375,38380
4,21,CR-10244,318375,38380
16,21,CR-10797,318375,38380
7,21,CR-10871,318375,38401
18,21,CR-10266,318375,38380
11,21,CR-10651,318375,38380
9,21,CR-10551,318375,38380
19,21,CR-10870,318375,38380
10,21,CR-10899,318375,38380
13,21,CR-10348,318375,38387
12,21,CR-10499,317687,38366
19,21,CR-10196,317687,38366
6,21,CR-10173,317687,38373
2,21,CR-10924,317687,38366
17,21,CR-10534,317687,38366
20,21,CR-10532,317687,38366
13,21,CR-10068,317687,38366
16,21,CR-10847,317687,38366
8,21,CR-10644,317687,38373
14,21,CR-10230,317687,38366
10,21,CR-10252,317687,38366
21,21,CR-10539,317687,38366
15,21,CR-10231,317687,38366
7,21,CR-10976,317687,38387
11,21,CR-10877,317687,38366
4,21,CR-10796,317687,38366
3,21,CR-10501,317687,38366
9,21,CR-10529,317687,38373
5,21,CR-10244,317687,38366
18,21,CR-10880,317687,38366
1,21,CR-10901,317687,38366
3,4,CR-11112,320188,38409
2,4,CR-10889,320188,38416
4,4,CR-11247,320188,38423
